kpi_id,fitness_value,task_id,staff_id,weight
KPI.No1,15.351410865783691,Task.No1,Staff.No1,0.20952291786670685
KPI.No1,15.351410865783691,Task.No1,Staff.No2,0.2227822244167328
KPI.No1,15.351410865783691,Task.No1,Staff.No3,0.22554904222488403
KPI.No1,15.351410865783691,Task.No1,Staff.No4,0.19520512223243713
KPI.No1,15.351410865783691,Task.No1,Staff.No5,0.2103029042482376
KPI.No1,15.351410865783691,Task.No2,Staff.No1,0.19804169237613678
KPI.No1,15.351410865783691,Task.No2,Staff.No2,0.205217182636261
KPI.No1,15.351410865783691,Task.No2,Staff.No3,0.2023719847202301
KPI.No1,15.351410865783691,Task.No2,Staff.No4,0.2133033722639084
KPI.No1,15.351410865783691,Task.No2,Staff.No5,0.21351203322410583
KPI.No1,15.351410865783691,Task.No3,Staff.No1,0.19730135798454285
KPI.No1,15.351410865783691,Task.No3,Staff.No2,0.21103030443191528
KPI.No1,15.351410865783691,Task.No3,Staff.No3,0.20858581364154816
KPI.No1,15.351410865783691,Task.No3,Staff.No4,0.20927374064922333
KPI.No1,15.351410865783691,Task.No3,Staff.No5,0.1779354363679886
KPI.No2,15.351410865783691,Task.No1,Staff.No1,0.2009921669960022
KPI.No2,15.351410865783691,Task.No1,Staff.No2,0.20216631889343262
KPI.No2,15.351410865783691,Task.No1,Staff.No3,0.20768660306930542
KPI.No2,15.351410865783691,Task.No1,Staff.No4,0.21191784739494324
KPI.No2,15.351410865783691,Task.No1,Staff.No5,0.19812752306461334
KPI.No2,15.351410865783691,Task.No2,Staff.No1,0.21256309747695923
KPI.No2,15.351410865783691,Task.No2,Staff.No2,0.20284533500671387
KPI.No2,15.351410865783691,Task.No2,Staff.No3,0.20231804251670837
KPI.No2,15.351410865783691,Task.No2,Staff.No4,0.18772055208683014
KPI.No2,15.351410865783691,Task.No2,Staff.No5,0.21472688019275665
KPI.No2,15.351410865783691,Task.No3,Staff.No1,0.18581706285476685
KPI.No2,15.351410865783691,Task.No3,Staff.No2,0.2037425935268402
KPI.No2,15.351410865783691,Task.No3,Staff.No3,0.2119496464729309
KPI.No2,15.351410865783691,Task.No3,Staff.No4,0.2089613825082779
KPI.No2,15.351410865783691,Task.No3,Staff.No5,0.2013985514640808
KPI.No3,15.351410865783691,Task.No1,Staff.No1,0.1993367075920105
KPI.No3,15.351410865783691,Task.No1,Staff.No2,0.18290896713733673
KPI.No3,15.351410865783691,Task.No1,Staff.No3,0.22327423095703125
KPI.No3,15.351410865783691,Task.No1,Staff.No4,0.20523546636104584
KPI.No3,15.351410865783691,Task.No1,Staff.No5,0.20905284583568573
KPI.No3,15.351410865783691,Task.No2,Staff.No1,0.21305212378501892
KPI.No3,15.351410865783691,Task.No2,Staff.No2,0.20217324793338776
KPI.No3,15.351410865783691,Task.No2,Staff.No3,0.21587751805782318
KPI.No3,15.351410865783691,Task.No2,Staff.No4,0.1970403492450714
KPI.No3,15.351410865783691,Task.No2,Staff.No5,0.2075183391571045
KPI.No3,15.351410865783691,Task.No3,Staff.No1,0.21078193187713623
KPI.No3,15.351410865783691,Task.No3,Staff.No2,0.18717283010482788
KPI.No3,15.351410865783691,Task.No3,Staff.No3,0.2040453404188156
KPI.No3,15.351410865783691,Task.No3,Staff.No4,0.18406544625759125
KPI.No3,15.351410865783691,Task.No3,Staff.No5,0.21411705017089844
KPI.No4,15.351410865783691,Task.No1,Staff.No1,0.2077917605638504
KPI.No4,15.351410865783691,Task.No1,Staff.No2,0.1938871145248413
KPI.No4,15.351410865783691,Task.No1,Staff.No3,0.21314848959445953
KPI.No4,15.351410865783691,Task.No1,Staff.No4,0.1969473958015442
KPI.No4,15.351410865783691,Task.No1,Staff.No5,0.20794399082660675
KPI.No4,15.351410865783691,Task.No2,Staff.No1,0.21700519323349
KPI.No4,15.351410865783691,Task.No2,Staff.No2,0.18692581355571747
KPI.No4,15.351410865783691,Task.No2,Staff.No3,0.19331902265548706
KPI.No4,15.351410865783691,Task.No2,Staff.No4,0.20997700095176697
KPI.No4,15.351410865783691,Task.No2,Staff.No5,0.2234286665916443
KPI.No4,15.351410865783691,Task.No3,Staff.No1,0.2147451490163803
KPI.No4,15.351410865783691,Task.No3,Staff.No2,0.19542531669139862
KPI.No4,15.351410865783691,Task.No3,Staff.No3,0.20065274834632874
KPI.No4,15.351410865783691,Task.No3,Staff.No4,0.20404835045337677
KPI.No4,15.351410865783691,Task.No3,Staff.No5,0.20420074462890625
KPI.No5,15.351410865783691,Task.No1,Staff.No1,0.1912146657705307
KPI.No5,15.351410865783691,Task.No1,Staff.No2,0.2196822613477707
KPI.No5,15.351410865783691,Task.No1,Staff.No3,0.23235425353050232
KPI.No5,15.351410865783691,Task.No1,Staff.No4,0.18435430526733398
KPI.No5,15.351410865783691,Task.No1,Staff.No5,0.18230782449245453
KPI.No5,15.351410865783691,Task.No2,Staff.No1,0.21203581988811493
KPI.No5,15.351410865783691,Task.No2,Staff.No2,0.2104591280221939
KPI.No5,15.351410865783691,Task.No2,Staff.No3,0.19649897515773773
KPI.No5,15.351410865783691,Task.No2,Staff.No4,0.2148321568965912
KPI.No5,15.351410865783691,Task.No2,Staff.No5,0.21294771134853363
KPI.No5,15.351410865783691,Task.No3,Staff.No1,0.20580022037029266
KPI.No5,15.351410865783691,Task.No3,Staff.No2,0.2177564650774002
KPI.No5,15.351410865783691,Task.No3,Staff.No3,0.2130785882472992
KPI.No5,15.351410865783691,Task.No3,Staff.No4,0.193940207362175
KPI.No5,15.351410865783691,Task.No3,Staff.No5,0.18618139624595642
