id,fitness
1,262.2054443359375
2,262.2054443359375
3,262.2054443359375
4,262.2054443359375
5,262.2054443359375
6,262.2054443359375
7,262.2054443359375
8,262.2054443359375
9,262.2054443359375
10,262.2054443359375
11,262.2054443359375
12,262.2054443359375
13,262.2054443359375
14,262.2054443359375
15,262.2054443359375
16,262.2176513671875
17,262.2176513671875
18,262.2176513671875
19,262.2176513671875
20,262.2176513671875
21,262.2176513671875
22,262.2176513671875
23,262.2176513671875
24,262.2176513671875
25,262.24871826171875
26,262.24871826171875
27,262.2527160644531
28,262.2527160644531
29,262.2527160644531
30,262.2641296386719
31,262.2641296386719
32,262.2641296386719
33,262.30023193359375
34,262.30023193359375
35,262.3315124511719
36,262.3315124511719
37,262.3315124511719
38,262.3315124511719
39,262.3315124511719
40,262.3315124511719
41,262.3315124511719
42,262.3315124511719
43,262.3315124511719
44,262.3315124511719
45,262.3315124511719
46,262.3315124511719
47,262.3315124511719
48,262.3315124511719
49,262.3315124511719
50,262.3315124511719
51,262.3315124511719
52,262.3315124511719
53,262.3315124511719
54,262.3315124511719
55,262.3315124511719
56,262.3315124511719
57,262.3315124511719
58,262.3351135253906
59,262.3351135253906
60,262.3389587402344
61,262.3389587402344
62,262.3389587402344
63,262.3389587402344
64,262.3389587402344
65,262.3389587402344
66,262.3389587402344
67,262.3389587402344
68,262.3389587402344
69,262.3389587402344
70,262.3389587402344
71,262.3389587402344
72,262.3389587402344
73,262.3389587402344
74,262.3389587402344
75,262.3389587402344
76,262.4233093261719
77,262.4233093261719
78,262.4233093261719
79,262.45989990234375
80,262.45989990234375
81,262.45989990234375
82,262.45989990234375
83,262.45989990234375
84,262.45989990234375
85,262.45989990234375
86,262.45989990234375
87,262.45989990234375
88,262.5133972167969
89,262.52154541015625
90,262.52154541015625
91,262.52154541015625
92,262.52154541015625
93,262.52154541015625
94,262.5230712890625
95,262.5230712890625
96,262.5230712890625
97,262.5230712890625
98,262.5230712890625
99,262.5230712890625
100,262.5230712890625
101,262.5230712890625
102,262.5230712890625
103,262.5230712890625
104,262.5230712890625
105,262.5230712890625
106,262.5230712890625
107,262.5230712890625
108,262.5230712890625
109,262.5230712890625
110,262.5230712890625
111,262.5230712890625
112,262.5230712890625
113,262.5230712890625
114,262.5230712890625
115,262.5230712890625
116,262.5230712890625
117,262.5230712890625
118,262.5230712890625
119,262.5230712890625
120,262.5230712890625
121,262.5230712890625
122,262.5230712890625
123,262.5230712890625
124,262.5230712890625
125,262.5230712890625
126,262.5230712890625
127,262.5230712890625
128,262.5230712890625
129,262.5230712890625
130,262.5230712890625
131,262.5230712890625
132,262.5230712890625
133,262.5230712890625
134,262.5230712890625
135,262.5230712890625
136,262.5230712890625
137,262.5230712890625
138,262.5230712890625
139,262.5230712890625
140,262.5230712890625
141,262.56072998046875
142,262.56072998046875
143,262.56072998046875
144,262.56072998046875
145,262.56072998046875
146,262.5891418457031
147,262.5891418457031
148,262.5891418457031
149,262.5891418457031
150,262.5891418457031
151,262.5891418457031
152,262.5891418457031
153,262.5891418457031
154,262.5891418457031
155,262.5891418457031
156,262.5891418457031
157,262.5891418457031
158,262.5891418457031
159,262.5891418457031
160,262.5891418457031
161,262.5891418457031
162,262.5891418457031
163,262.5891418457031
164,262.5891418457031
165,262.5891418457031
166,262.5891418457031
167,262.6488342285156
168,262.7060241699219
169,262.7060241699219
170,262.7060241699219
171,262.7060241699219
172,262.7060241699219
173,262.7060241699219
174,262.7060241699219
175,262.7279052734375
176,262.7279052734375
177,262.7279052734375
178,262.7279052734375
179,262.7279052734375
180,262.7350158691406
181,262.7350158691406
182,262.7350158691406
183,262.7350158691406
184,262.7350158691406
185,262.75299072265625
186,262.755126953125
187,262.755126953125
188,262.755126953125
189,262.755126953125
190,262.755126953125
191,262.755126953125
192,262.755126953125
193,262.755126953125
194,262.755126953125
195,262.755126953125
196,262.755126953125
197,262.755126953125
198,262.76654052734375
199,262.7733459472656
200,262.7733459472656
201,262.7733459472656
202,262.7733459472656
203,262.7733459472656
204,262.8321228027344
205,262.8413391113281
206,262.8536376953125
207,262.8536376953125
208,262.88397216796875
209,262.88397216796875
210,262.88397216796875
211,262.88397216796875
212,262.90264892578125
213,262.90264892578125
214,262.9206237792969
215,262.9206237792969
216,262.9206237792969
217,262.9206237792969
218,262.9206237792969
219,262.9206237792969
