id,fitness
1,92.58602905273438
2,92.58602905273438
3,92.58602905273438
4,92.58602905273438
5,92.58602905273438
6,92.58602905273438
7,92.58602905273438
8,92.58602905273438
9,92.58602905273438
10,92.58602905273438
11,92.58602905273438
12,92.58602905273438
13,92.58602905273438
14,92.58602905273438
15,92.58602905273438
16,92.58602905273438
17,92.58602905273438
18,92.58602905273438
19,92.58602905273438
20,92.58602905273438
21,92.58602905273438
22,92.58602905273438
23,92.58602905273438
24,92.58602905273438
25,92.58602905273438
26,92.58602905273438
27,92.58602905273438
28,92.58602905273438
29,92.58602905273438
30,92.58602905273438
31,92.58602905273438
32,92.58602905273438
33,92.58602905273438
34,92.58602905273438
35,92.58602905273438
36,92.58602905273438
37,92.58602905273438
38,92.58602905273438
39,92.58602905273438
40,92.58602905273438
41,92.58602905273438
42,92.58602905273438
43,92.58602905273438
44,92.58602905273438
45,92.58602905273438
46,92.58602905273438
47,92.58602905273438
48,92.58602905273438
49,92.58602905273438
50,92.58602905273438
51,92.58602905273438
52,92.58602905273438
53,92.58602905273438
54,92.58602905273438
55,92.58602905273438
56,92.58602905273438
57,92.58602905273438
58,92.58602905273438
59,92.58602905273438
60,92.58602905273438
61,92.58602905273438
62,92.58602905273438
63,92.58602905273438
64,92.58602905273438
65,92.58602905273438
66,92.58602905273438
67,92.58602905273438
68,92.58602905273438
69,92.58602905273438
70,92.58602905273438
71,92.58602905273438
72,92.58602905273438
73,92.58602905273438
74,92.58602905273438
75,92.58602905273438
76,92.58602905273438
77,92.58602905273438
78,92.58602905273438
79,92.58602905273438
80,92.58602905273438
81,92.58602905273438
82,92.58602905273438
83,92.58602905273438
84,92.58602905273438
85,92.58602905273438
86,92.58602905273438
87,92.58602905273438
88,92.58602905273438
89,92.58602905273438
90,92.58602905273438
91,92.58602905273438
92,92.58602905273438
93,92.58602905273438
94,92.58602905273438
95,92.58602905273438
96,92.58602905273438
97,92.58602905273438
98,92.58602905273438
99,92.58602905273438
100,92.58602905273438
101,92.58602905273438
102,92.58602905273438
103,92.58602905273438
104,92.58602905273438
105,92.58602905273438
106,92.58602905273438
107,92.58602905273438
108,92.58602905273438
109,92.58602905273438
110,92.58602905273438
111,92.58602905273438
112,92.58602905273438
113,92.58602905273438
114,92.58602905273438
115,92.58602905273438
116,92.58602905273438
117,92.58602905273438
118,92.58602905273438
119,92.58602905273438
120,92.58602905273438
121,92.58602905273438
122,92.58602905273438
123,92.58602905273438
124,92.58602905273438
125,92.58602905273438
126,92.58602905273438
127,92.58602905273438
128,92.58602905273438
129,92.58602905273438
130,92.58602905273438
131,92.58602905273438
132,92.58602905273438
133,92.58602905273438
134,92.58602905273438
135,92.58602905273438
136,92.58602905273438
137,92.58602905273438
138,92.58602905273438
139,92.58602905273438
140,92.58602905273438
141,92.58602905273438
142,92.58602905273438
143,92.58602905273438
144,92.58602905273438
145,92.58602905273438
146,92.58602905273438
147,92.58602905273438
148,92.58602905273438
149,92.58602905273438
150,92.58602905273438
151,92.58602905273438
152,92.58602905273438
153,92.58602905273438
154,92.58602905273438
155,92.58602905273438
156,92.58602905273438
157,92.58602905273438
158,92.58602905273438
159,92.58602905273438
160,92.58602905273438
161,92.58602905273438
162,92.58602905273438
163,92.58602905273438
164,92.58602905273438
165,92.58602905273438
166,92.58602905273438
167,92.58602905273438
168,92.58602905273438
169,92.58602905273438
170,92.58602905273438
171,92.58602905273438
172,92.58602905273438
173,92.58602905273438
174,92.58602905273438
175,92.58602905273438
176,92.58602905273438
177,92.58602905273438
178,92.58602905273438
179,92.58602905273438
180,92.58602905273438
181,92.58602905273438
182,92.58602905273438
183,92.58602905273438
184,92.58602905273438
185,92.58602905273438
186,92.58602905273438
187,92.58602905273438
188,92.58602905273438
189,92.58602905273438
190,92.58602905273438
191,92.58602905273438
192,92.58602905273438
193,92.58602905273438
194,92.58602905273438
195,92.58602905273438
196,92.58602905273438
197,92.58602905273438
198,92.58602905273438
199,92.58602905273438
200,92.58602905273438
201,92.58602905273438
202,92.58602905273438
203,92.58602905273438
204,92.58602905273438
205,92.58602905273438
206,92.58602905273438
207,92.58602905273438
208,92.58602905273438
209,92.58602905273438
210,92.58602905273438
211,92.58602905273438
212,92.58602905273438
213,92.58602905273438
214,92.58602905273438
215,92.58602905273438
216,92.58602905273438
217,92.58602905273438
218,92.58602905273438
219,92.58602905273438
220,92.58602905273438
221,92.58602905273438
222,92.58602905273438
223,92.58602905273438
224,92.58602905273438
225,92.58602905273438
226,92.58602905273438
227,92.58602905273438
228,92.58602905273438
229,92.58602905273438
230,92.58602905273438
231,92.58602905273438
232,92.58602905273438
233,92.58602905273438
234,92.58602905273438
235,92.58602905273438
236,92.58602905273438
237,92.58602905273438
238,92.58602905273438
239,92.58602905273438
240,92.58602905273438
241,92.58602905273438
242,92.58602905273438
243,92.58602905273438
244,92.58602905273438
245,92.58602905273438
246,92.58602905273438
247,92.58602905273438
248,92.58602905273438
249,92.58602905273438
250,92.58602905273438
251,92.58602905273438
252,92.58602905273438
253,92.58602905273438
254,92.58602905273438
255,92.58602905273438
256,92.58602905273438
257,92.58602905273438
258,92.58602905273438
259,92.58602905273438
260,92.58602905273438
261,92.58602905273438
262,92.58602905273438
263,92.58602905273438
264,92.58602905273438
265,92.58602905273438
266,92.58602905273438
267,92.58602905273438
268,92.58602905273438
269,92.58602905273438
270,92.58602905273438
271,92.58602905273438
272,92.58602905273438
273,92.58602905273438
274,92.58602905273438
275,92.58602905273438
276,92.58602905273438
277,92.58602905273438
278,92.58602905273438
279,92.58602905273438
280,92.58602905273438
281,92.58602905273438
282,92.58602905273438
283,92.58602905273438
284,92.58602905273438
285,92.58602905273438
286,92.58602905273438
287,92.58602905273438
288,92.58602905273438
289,92.58602905273438
290,92.58602905273438
291,92.58602905273438
292,92.58602905273438
293,92.58602905273438
294,92.58602905273438
295,92.58602905273438
296,92.58602905273438
297,92.58602905273438
298,92.58602905273438
299,92.58602905273438
300,92.58602905273438
301,92.58602905273438
302,92.58602905273438
303,92.58602905273438
304,92.58602905273438
305,92.58602905273438
306,92.58602905273438
307,92.58602905273438
308,92.58602905273438
309,92.58602905273438
310,92.58602905273438
311,92.58602905273438
312,92.58602905273438
313,92.58602905273438
314,92.58602905273438
315,92.58602905273438
316,92.58602905273438
317,92.58602905273438
318,92.58602905273438
319,92.58602905273438
320,92.58602905273438
321,92.58602905273438
322,92.58602905273438
323,92.58602905273438
324,92.58602905273438
325,92.58602905273438
326,92.58602905273438
327,92.58602905273438
328,92.58602905273438
329,92.58602905273438
330,92.58602905273438
331,92.58602905273438
332,92.58602905273438
333,92.58602905273438
334,92.58602905273438
335,92.58602905273438
336,92.58602905273438
337,92.58602905273438
338,92.58602905273438
339,92.58602905273438
340,92.58602905273438
341,92.58602905273438
342,92.58602905273438
343,92.58602905273438
344,92.58602905273438
345,92.58602905273438
346,92.58602905273438
347,92.58602905273438
348,92.58602905273438
349,92.58602905273438
350,92.58602905273438
351,92.58602905273438
352,92.58602905273438
353,92.58602905273438
354,92.58602905273438
355,92.58602905273438
356,92.58602905273438
357,92.58602905273438
358,92.58602905273438
359,92.58602905273438
